job_n,Energy,n_helices,r0_A,r0_B,r0_C,omega0,delta_omega0_A,delta_omega0_B,delta_omega0_C,z0_offset_A,z0_offset_B,z0_offset_C,helix1 phase,helix 2 phase,helix3 phase,invert_A,invert_B,invert_C,z1_offset_A,z1_offset_B,z1_offset_C,delta_t_A,delta_t_B,delta_t_C,omega1,z1
46144,-397.302,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46159,-403.299,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
46142,-403.748,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
46147,-386.943,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,3,-3,0,0,0,99.999268,1.51
46145,-396.936,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
46152,-384.932,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,3,3,0,0,0,99.999268,1.51
46164,-388.47,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
46162,-400.399,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
46166,-392.16,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
46172,-399.624,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
46174,-388.657,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46176,-397.904,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
46175,-391.204,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
46183,-386.714,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,3,-3,0,0,0,99.999268,1.51
46194,-391.244,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,-3,3,0,0,0,99.999268,1.51
46180,-403.932,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46200,-399.185,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
46185,-387.306,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
46184,-401.312,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46179,-405.723,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
46181,-409.006,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
46196,-399.087,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46186,-403.318,3,6,6,6,0,0,120,240,0,0,0,40,160,40,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
46195,-410.206,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
46199,-387.464,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
46197,-402.209,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
46206,-410.336,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
46204,-405.951,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
46201,-396.568,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
46207,-408.78,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
46209,-396.069,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
46210,-404.821,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46213,-402.43,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
46215,-415.76,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
46214,-389.78,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
46221,-405.982,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
46232,-396.015,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46216,-417.833,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46224,-390.698,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,3,3,0,0,0,99.999268,1.51
46231,-387.639,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
46220,-396.408,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46219,-383.552,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,3,-3,0,0,0,99.999268,1.51
46236,-401.767,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
46222,-402.847,3,6,6,6,0,0,120,240,0,0,0,40,160,60,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
46237,-400.168,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
46241,-395.463,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
46246,-400.255,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46243,-397.905,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
46244,-394.68,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
46251,-410.287,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
46252,-389.404,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46256,-397.92,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46254,-402.286,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
46269,-383.961,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
46272,-404.385,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
46250,-405.433,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
46268,-392.007,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46259,-389.145,3,6,6,6,0,0,120,240,0,0,0,40,160,80,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
46271,-408.457,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
46278,-397.565,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
46279,-398.687,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
46281,-392.059,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
46286,-410.792,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
46300,-398.074,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
46283,-400.949,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
46298,-406.389,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
46305,-395.514,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
46292,-391.594,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46287,-409.944,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
46296,-379.312,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,3,3,0,0,0,99.999268,1.51
46291,-401.432,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,3,-3,0,0,0,99.999268,1.51
46299,-392.269,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
46293,-398.266,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
46288,-399.462,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46304,-400.949,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46307,-399.818,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
46290,-398.269,3,6,6,6,0,0,120,240,0,0,0,40,160,100,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
46310,-412.496,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
46314,-399.013,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
46308,-391.054,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
46315,-382.9,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
46318,-396.866,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46319,-408.074,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
46324,-397.488,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46338,-391.372,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,-3,3,0,0,0,99.999268,1.51
46343,-385.95,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
46342,-396.046,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
46322,-416.318,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
46323,-402.099,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
46329,-391.814,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
46328,-393.461,3,6,6,6,0,0,120,240,0,0,0,40,160,120,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46345,-395.573,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
46348,-397.436,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
46353,-398.068,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
46354,-394.244,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46355,-382.353,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
46356,-387.584,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
46358,-404.556,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
46371,-391.28,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
46361,-401.91,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
46362,-410.986,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
46363,-389.063,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,3,-3,0,0,0,99.999268,1.51
46379,-405.669,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
46360,-406.223,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46377,-402.023,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
46359,-394.65,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
46376,-403.498,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46378,-397.18,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
46365,-397.771,3,6,6,6,0,0,120,240,0,0,0,40,160,140,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
46385,-418.436,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
46382,-404.216,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
46387,-401.399,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
46388,-411.537,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
46389,-387.624,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
46390,-403.814,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46391,-406.379,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
46394,-403.892,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
46411,-393.131,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
46398,-408.93,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
46413,-382.161,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
46405,-401.593,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
46418,-384.187,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
46392,-380.413,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
46397,-407.271,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
46396,-413.197,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46402,-405.844,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
46400,-401.442,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46419,-394.859,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
46401,-377.535,3,6,6,6,0,0,120,240,0,0,0,40,160,160,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
46422,-392.19,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
46423,-401.788,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
46424,-388.741,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
46426,-375.178,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46428,-387.645,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
46431,-405.31,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
46434,-403.17,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
46443,-401.059,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
46447,-399.361,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
46444,-407.585,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
46449,-390.256,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
46433,-392.848,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
46451,-402.848,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
46441,-389.099,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
46432,-378.333,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46436,-385.786,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46442,-404.004,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
46435,-401.215,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,3,-3,0,0,0,99.999268,1.51
46429,-402.805,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
46448,-410.164,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46453,-402.495,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
46446,-406.091,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-3,3,0,0,0,99.999268,1.51
46454,-391.202,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
46452,-402.655,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
46440,-384.312,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,3,3,0,0,0,99.999268,1.51
46430,-395.016,3,6,6,6,0,0,120,240,0,0,0,40,160,180,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
46456,-399.9,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
46457,-404.326,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
46459,-405.541,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
46458,-399.455,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
46462,-406.008,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46463,-395.781,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
46466,-391.821,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
46470,-406.652,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
46472,-389.946,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46476,-405.34,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,3,3,0,0,0,99.999268,1.51
46468,-390.93,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46478,-392.208,3,6,6,6,0,0,120,240,0,0,0,40,180,20,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
46475,-397.874,3,6,6,6,0,0,120,240,0,0,0,40,180,0,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
46482,-395.558,3,6,6,6,0,0,120,240,0,0,0,40,180,20,0,1,0,0,-3,3,0,0,0,99.999268,1.51
46484,-405.61,3,6,6,6,0,0,120,240,0,0,0,40,180,20,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46488,-401.061,3,6,6,6,0,0,120,240,0,0,0,40,180,20,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
46486,-393.715,3,6,6,6,0,0,120,240,0,0,0,40,180,20,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
46498,-368.547,3,6,6,6,0,0,120,240,0,0,0,40,180,20,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46500,-409.792,3,6,6,6,0,0,120,240,0,0,0,40,180,20,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
46506,-404.774,3,6,6,6,0,0,120,240,0,0,0,40,180,20,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
46512,-391.089,3,6,6,6,0,0,120,240,0,0,0,40,180,20,0,1,0,0,3,3,0,0,0,99.999268,1.51
46515,-394.078,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
46518,-380.874,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,-3,3,0,0,0,99.999268,1.51
46520,-394.038,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46524,-402.863,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
46525,-399.757,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
46517,-393.687,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,-3,1.8,0,0,0,99.999268,1.51
46523,-391.134,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
46529,-392.61,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
46530,-405.033,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
46528,-374.038,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
46534,-415.442,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46536,-398.86,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
46535,-413.695,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
46533,-393.475,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
46537,-396.808,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
46544,-412.283,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46538,-406.032,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
46543,-398.85,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,3,-3,0,0,0,99.999268,1.51
46549,-401.664,3,6,6,6,0,0,120,240,0,0,0,40,180,60,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
46540,-415.328,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46539,-400.57,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
46541,-402.078,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
46550,-404.658,3,6,6,6,0,0,120,240,0,0,0,40,180,60,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
46545,-334.88,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
46551,-395.339,3,6,6,6,0,0,120,240,0,0,0,40,180,60,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
46546,-395.654,3,6,6,6,0,0,120,240,0,0,0,40,180,40,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
46552,-403.074,3,6,6,6,0,0,120,240,0,0,0,40,180,60,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
46555,-407.295,3,6,6,6,0,0,120,240,0,0,0,40,180,60,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
46560,-397.953,3,6,6,6,0,0,120,240,0,0,0,40,180,60,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
46556,-398.002,3,6,6,6,0,0,120,240,0,0,0,40,180,60,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46561,-406.691,3,6,6,6,0,0,120,240,0,0,0,40,180,60,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
