job_n,Energy,n_helices,r0_A,r0_B,r0_C,omega0,delta_omega0_A,delta_omega0_B,delta_omega0_C,z0_offset_A,z0_offset_B,z0_offset_C,helix1 phase,helix 2 phase,helix3 phase,invert_A,invert_B,invert_C,z1_offset_A,z1_offset_B,z1_offset_C,delta_t_A,delta_t_B,delta_t_C,omega1,z1
60554,-403.863,3,6,6,6,0,0,120,240,0,0,0,120,160,40,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
60559,-410.838,3,6,6,6,0,0,120,240,0,0,0,120,160,40,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
60572,-388.719,3,6,6,6,0,0,120,240,0,0,0,120,160,40,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
60577,-401.823,3,6,6,6,0,0,120,240,0,0,0,120,160,40,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
60579,-405.78,3,6,6,6,0,0,120,240,0,0,0,120,160,40,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
60594,-393.969,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,-3,3,0,0,0,99.999268,1.51
60596,-402.261,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
60598,-383.48,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
60599,-405.919,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
60600,-409.222,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
60604,-394.174,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
60611,-402.795,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
60606,-397.966,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
60605,-401.478,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
60614,-409.039,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
60610,-391.711,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
60615,-405.737,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
60613,-404.438,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
60609,-298.355,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
60612,-399.097,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
60619,-411.697,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,3,-3,0,0,0,99.999268,1.51
60620,-401.457,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
60617,-405.55,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
60616,-409.671,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
60621,-406.324,3,6,6,6,0,0,120,240,0,0,0,120,160,60,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
60626,-393.769,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
60628,-402.64,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
60630,-403.256,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,-3,3,0,0,0,99.999268,1.51
60632,-391.097,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
60636,-408.745,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
60635,-404.459,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
60651,-395.548,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
60650,-389.276,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
60654,-412.091,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
60644,-384.72,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
60656,-390.756,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
60646,-391.85,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
60649,-399.124,3,6,6,6,0,0,120,240,0,0,0,120,160,80,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
60690,-389.954,3,6,6,6,0,0,120,240,0,0,0,120,160,100,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
60701,-401.676,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,-3,1.8,0,0,0,99.999268,1.51
60700,-398.531,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
60704,-397.477,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
60699,-398.894,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
60703,-411.78,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
60708,-389.641,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
60705,-398.617,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
60710,-394.164,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
60706,-402.42,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
60711,-394.534,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
60709,-404.086,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
60724,-399.978,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
60715,-305.447,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
60723,-395.531,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
60726,-395.567,3,6,6,6,0,0,120,240,0,0,0,120,160,120,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
60734,-392.471,3,6,6,6,0,0,120,240,0,0,0,120,160,140,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
60735,-404.7,3,6,6,6,0,0,120,240,0,0,0,120,160,140,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
60736,-405.375,3,6,6,6,0,0,120,240,0,0,0,120,160,140,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
60739,-403.414,3,6,6,6,0,0,120,240,0,0,0,120,160,140,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
60740,-399.523,3,6,6,6,0,0,120,240,0,0,0,120,160,140,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
60759,-394.329,3,6,6,6,0,0,120,240,0,0,0,120,160,140,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
60760,-403.924,3,6,6,6,0,0,120,240,0,0,0,120,160,140,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
60753,-387.025,3,6,6,6,0,0,120,240,0,0,0,120,160,140,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
60758,-400.609,3,6,6,6,0,0,120,240,0,0,0,120,160,140,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
60775,-410.299,3,6,6,6,0,0,120,240,0,0,0,120,160,160,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
60788,-392.65,3,6,6,6,0,0,120,240,0,0,0,120,160,160,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
60780,-408.806,3,6,6,6,0,0,120,240,0,0,0,120,160,160,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
60786,-380.381,3,6,6,6,0,0,120,240,0,0,0,120,160,160,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
60792,-387.585,3,6,6,6,0,0,120,240,0,0,0,120,160,160,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
60795,-407.544,3,6,6,6,0,0,120,240,0,0,0,120,160,160,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
60802,-400.155,3,6,6,6,0,0,120,240,0,0,0,120,160,160,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
60796,-401.98,3,6,6,6,0,0,120,240,0,0,0,120,160,160,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
60800,-396.072,3,6,6,6,0,0,120,240,0,0,0,120,160,160,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
60797,-402.046,3,6,6,6,0,0,120,240,0,0,0,120,160,160,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
60813,-386.543,3,6,6,6,0,0,120,240,0,0,0,120,160,180,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
60811,-390.308,3,6,6,6,0,0,120,240,0,0,0,120,160,180,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
60810,-404.452,3,6,6,6,0,0,120,240,0,0,0,120,160,180,0,1,0,0,-3,3,0,0,0,99.999268,1.51
60823,-383.964,3,6,6,6,0,0,120,240,0,0,0,120,160,180,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
60816,-402.899,3,6,6,6,0,0,120,240,0,0,0,120,160,180,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
60825,-394.193,3,6,6,6,0,0,120,240,0,0,0,120,160,180,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
60831,-394.484,3,6,6,6,0,0,120,240,0,0,0,120,160,180,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
60854,-393.501,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
60853,-399.254,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
60856,-393.511,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
60857,-392.209,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
60858,-385.476,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
60862,-396.6,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
60864,-399.212,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
60866,-389.714,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
60883,-400.526,3,6,6,6,0,0,120,240,0,0,0,120,180,20,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
60871,-395.15,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,3,-3,0,0,0,99.999268,1.51
60872,-398.487,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
60876,-397.08,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,3,3,0,0,0,99.999268,1.51
60889,-391.724,3,6,6,6,0,0,120,240,0,0,0,120,180,20,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
60875,-388.685,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
60893,-393.875,3,6,6,6,0,0,120,240,0,0,0,120,180,20,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
60874,-403.471,3,6,6,6,0,0,120,240,0,0,0,120,180,0,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
60894,-390.698,3,6,6,6,0,0,120,240,0,0,0,120,180,20,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
60919,-388.886,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
60920,-397.955,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
60923,-397.426,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
60907,-396.231,3,6,6,6,0,0,120,240,0,0,0,120,180,20,0,1,0,0,3,-3,0,0,0,99.999268,1.51
60901,-400.705,3,6,6,6,0,0,120,240,0,0,0,120,180,20,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
60905,-399.675,3,6,6,6,0,0,120,240,0,0,0,120,180,20,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
60906,-394.194,3,6,6,6,0,0,120,240,0,0,0,120,180,20,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
60912,-392.369,3,6,6,6,0,0,120,240,0,0,0,120,180,20,0,1,0,0,3,3,0,0,0,99.999268,1.51
60928,-395.875,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
60909,-402.55,3,6,6,6,0,0,120,240,0,0,0,120,180,20,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
60930,-391.219,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
60925,-394.549,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
60927,-402.426,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
60929,-397.077,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
60908,-391.803,3,6,6,6,0,0,120,240,0,0,0,120,180,20,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
60926,-396.629,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
60932,-411.82,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
60936,-399.673,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
60933,-404.279,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
60935,-400.737,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
60934,-401.468,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
60937,-397.671,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
60938,-388.318,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
60939,-407.453,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
60944,-391.756,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
60961,-399.283,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
60943,-396.247,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,3,-3,0,0,0,99.999268,1.51
60956,-394.735,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
60960,-396.629,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
60945,-409.449,3,6,6,6,0,0,120,240,0,0,0,120,180,40,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
60965,-398.402,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
60970,-388.597,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
60968,-396.379,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
60974,-392.87,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
60973,-390.462,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
60975,-404.274,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
60996,-402.852,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
60997,-388.814,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
60979,-400.945,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,3,-3,0,0,0,99.999268,1.51
60978,-400.473,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
60998,-390.862,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
60984,-404.887,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,3,3,0,0,0,99.999268,1.51
60980,-399.179,3,6,6,6,0,0,120,240,0,0,0,120,180,60,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
61000,-405.433,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
61004,-399.809,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
61002,-401.747,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
61007,-405.724,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
61010,-405.233,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
61011,-385.767,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
61029,-396.816,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
61016,-395.04,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
61015,-414.225,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,3,-3,0,0,0,99.999268,1.51
61032,-404.67,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
61034,-393.623,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
61012,-401.341,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
61014,-404.1,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
61039,-402.814,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
61019,-416.657,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
61040,-397.289,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
61038,-398.223,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
61033,-401.431,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
61020,-405.583,3,6,6,6,0,0,120,240,0,0,0,120,180,80,0,1,0,0,3,3,0,0,0,99.999268,1.51
61043,-387.11,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
61046,-388.025,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
61048,-380.994,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
61053,-389.18,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
61070,-397.499,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
61056,-401.989,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,3,3,0,0,0,99.999268,1.51
61072,-389.799,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
61074,-392.045,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
61071,-384.371,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
61069,-397.87,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
61052,-389.22,3,6,6,6,0,0,120,240,0,0,0,120,180,100,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
61085,-394.475,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
61087,-402.867,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,3,-3,0,0,0,99.999268,1.51
61100,-383.582,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
61105,-401.177,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
61082,-397.774,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
61088,-398.656,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
61106,-400.744,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
61089,-384.827,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
61090,-408.204,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
61107,-393.888,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
61108,-398.419,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
61091,-399.795,3,6,6,6,0,0,120,240,0,0,0,120,180,120,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
61113,-391.02,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
61111,-398.923,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
61110,-402.4,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
61114,-411.015,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
61116,-406.638,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
61117,-396.052,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
61118,-396.691,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
61120,-413.073,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
61119,-397.951,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
61142,-398.441,3,6,6,6,0,0,120,240,0,0,0,120,180,160,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
61124,-331.313,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
61123,-410.293,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,3,-3,0,0,0,99.999268,1.51
61128,-402.831,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,3,3,0,0,0,99.999268,1.51
61127,-401.167,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
61125,-402.281,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
61126,-404.306,3,6,6,6,0,0,120,240,0,0,0,120,180,140,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
61146,-403.916,3,6,6,6,0,0,120,240,0,0,0,120,180,160,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
61148,-401.362,3,6,6,6,0,0,120,240,0,0,0,120,180,160,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
61147,-388.008,3,6,6,6,0,0,120,240,0,0,0,120,180,160,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
61155,-396.588,3,6,6,6,0,0,120,240,0,0,0,120,180,160,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
61157,-384.452,3,6,6,6,0,0,120,240,0,0,0,120,180,160,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
61154,-397.078,3,6,6,6,0,0,120,240,0,0,0,120,180,160,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
61173,-389.145,3,6,6,6,0,0,120,240,0,0,0,120,180,180,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
61161,-404.772,3,6,6,6,0,0,120,240,0,0,0,120,180,160,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
61164,-409.259,3,6,6,6,0,0,120,240,0,0,0,120,180,160,0,1,0,0,3,3,0,0,0,99.999268,1.51
